alphabet,dim,size,querytype,method,k,ns
box,3000,389,mix,prefix,1,1984.4
box,3000,389,mix,prefix,2,1410.5
box,3000,389,mix,prefix,4,891.5
box,3000,389,mix,prefix,8,741.3
box,3000,389,mix,prefix,16,778.1
box,3000,389,mix,prefix,32,822.4
box,3000,389,mix,prefix,64,906.2
box,3000,389,mix,prefix,3000,10847.0
box,3000,500,miss,scan,0,4304.7
box,3000,500,miss,prefix,1,2411.9
box,3000,500,miss,prefix,2,1312.2
box,3000,500,miss,prefix,4,357.9
box,3000,500,miss,prefix,8,68.9
box,3000,500,miss,prefix,16,70.8
box,3000,500,miss,prefix,32,110.5
box,3000,500,miss,prefix,64,271.2
box,3000,500,miss,prefix,3000,9033.0
box,3000,500,hit,scan,0,3828.6
box,3000,500,hit,prefix,1,2893.5
box,3000,500,hit,prefix,2,2366.3
box,3000,500,hit,prefix,4,1925.0
box,3000,500,hit,prefix,8,1815.1
box,3000,500,hit,prefix,16,1816.9
box,3000,500,hit,prefix,32,1955.5
box,3000,500,hit,prefix,64,2048.6
box,3000,500,hit,prefix,3000,13330.9
box,3000,500,mix,scan,0,3915.5
box,3000,500,mix,prefix,1,2586.0
box,3000,500,mix,prefix,2,1821.0
box,3000,500,mix,prefix,4,1159.0
box,3000,500,mix,prefix,8,1002.8
box,3000,500,mix,prefix,16,1037.1
box,3000,500,mix,prefix,32,1170.2
box,3000,500,mix,prefix,64,1189.4
box,3000,500,mix,prefix,3000,11713.1
box,3000,750,miss,scan,0,6882.2
box,3000,750,miss,prefix,1,3728.0
box,3000,750,miss,prefix,2,2041.4
box,3000,750,miss,prefix,4,573.2
box,3000,750,miss,prefix,8,81.9
box,3000,750,miss,prefix,16,67.0
box,3000,750,miss,prefix,32,112.3
box,3000,750,miss,prefix,64,273.6
box,3000,750,miss,prefix,3000,9196.4
box,3000,750,hit,scan,0,4986.0
box,3000,750,hit,prefix,1,3679.4
box,3000,750,hit,prefix,2,2844.1
box,3000,750,hit,prefix,4,2081.5
box,3000,750,hit,prefix,8,1839.2
box,3000,750,hit,prefix,16,1892.6
box,3000,750,hit,prefix,32,2014.0
box,3000,750,hit,prefix,64,2090.0
box,3000,750,hit,prefix,3000,13506.0
box,3000,750,mix,scan,0,5800.3
box,3000,750,mix,prefix,1,3581.0
box,3000,750,mix,prefix,2,2332.7
box,3000,750,mix,prefix,4,1378.2
box,3000,750,mix,prefix,8,1009.7
box,3000,750,mix,prefix,16,984.5
box,3000,750,mix,prefix,32,1032.5
box,3000,750,mix,prefix,64,1132.0
box,3000,750,mix,prefix,3000,11456.5
box,3000,1000,miss,scan,0,9697.2
box,3000,1000,miss,prefix,1,5106.0
box,3000,1000,miss,prefix,2,2827.6
box,3000,1000,miss,prefix,4,801.2
box,3000,1000,miss,prefix,8,91.9
box,3000,1000,miss,prefix,16,69.6
box,3000,1000,miss,prefix,32,112.2
box,3000,1000,miss,prefix,64,285.4
box,3000,1000,miss,prefix,3000,9063.9
box,3000,1000,hit,scan,0,6293.1
box,3000,1000,hit,prefix,1,4217.2
box,3000,1000,hit,prefix,2,3223.8
box,3000,1000,hit,prefix,4,2305.0
box,3000,1000,hit,prefix,8,1879.3
box,3000,1000,hit,prefix,16,1909.2
box,3000,1000,hit,prefix,32,1954.9
box,3000,1000,hit,prefix,64,2049.9
box,3000,1000,hit,prefix,3000,13342.7
box,3000,1000,mix,scan,0,7889.7
box,3000,1000,mix,prefix,1,4607.1
box,3000,1000,mix,prefix,2,2922.2
box,3000,1000,mix,prefix,4,1459.2
box,3000,1000,mix,prefix,8,885.8
box,3000,1000,mix,prefix,16,835.3
box,3000,1000,mix,prefix,32,903.7
box,3000,1000,mix,prefix,64,1001.8
box,3000,1000,mix,prefix,3000,11122.1
box,3000,1500,miss,scan,0,14880.9
box,3000,1500,miss,prefix,1,8163.3
box,3000,1500,miss,prefix,2,4415.7
box,3000,1500,miss,prefix,4,1271.4
box,3000,1500,miss,prefix,8,114.4
box,3000,1500,miss,prefix,16,68.9
box,3000,1500,miss,prefix,32,113.6
box,3000,1500,miss,prefix,64,294.7
box,3000,1500,miss,prefix,3000,8974.2
box,3000,1500,hit,scan,0,9527.6
box,3000,1500,hit,prefix,1,5871.3
box,3000,1500,hit,prefix,2,4124.8
box,3000,1500,hit,prefix,4,2594.9
box,3000,1500,hit,prefix,8,1990.9
box,3000,1500,hit,prefix,16,1893.9
box,3000,1500,hit,prefix,32,2069.4
box,3000,1500,hit,prefix,64,2135.0
box,3000,1500,hit,prefix,3000,13515.6
box,3000,1500,mix,scan,0,12566.2
box,3000,1500,mix,prefix,1,7165.7
box,3000,1500,mix,prefix,2,4249.5
box,3000,1500,mix,prefix,4,1851.2
box,3000,1500,mix,prefix,8,907.1
box,3000,1500,mix,prefix,16,852.4
box,3000,1500,mix,prefix,32,910.4
box,3000,1500,mix,prefix,64,994.2
box,3000,1500,mix,prefix,3000,11081.4
box,3000,2000,miss,scan,0,22687.0
box,3000,2000,miss,prefix,1,11804.1
box,3000,2000,miss,prefix,2,6440.1
box,3000,2000,miss,prefix,4,1840.6
box,3000,2000,miss,prefix,8,145.2
box,3000,2000,miss,prefix,16,71.6
box,3000,2000,miss,prefix,32,113.3
box,3000,2000,miss,prefix,64,308.2
box,3000,2000,miss,prefix,3000,9075.8
box,3000,2000,hit,scan,0,13184.4
box,3000,2000,hit,prefix,1,8058.0
box,3000,2000,hit,prefix,2,5367.0
box,3000,2000,hit,prefix,4,3027.4
box,3000,2000,hit,prefix,8,2015.5
box,3000,2000,hit,prefix,16,1861.0
box,3000,2000,hit,prefix,32,1966.2
box,3000,2000,hit,prefix,64,2110.1
box,3000,2000,hit,prefix,3000,13696.8
box,3000,2000,mix,scan,0,16517.1
box,3000,2000,mix,prefix,1,9217.4
box,3000,2000,mix,prefix,2,5407.9
box,3000,2000,mix,prefix,4,2235.8
box,3000,2000,mix,prefix,8,962.6
box,3000,2000,mix,prefix,16,856.4
box,3000,2000,mix,prefix,32,938.4
box,3000,2000,mix,prefix,64,1028.4
box,3000,2000,mix,prefix,3000,11318.2
