alphabet,dim,size,order,k,max_depth,n_atoms,n_leaves,mean_leaf_size,max_leaf_size,atom_collision_rate,mean_depth,max_depth_reached
birkhoff_n25,625,50,first_k,4,1,50,4,12.5,43,1.0,1.0,1
birkhoff_n25,625,50,first_k,4,2,50,8,6.25,36,0.96,2.0,2
birkhoff_n25,625,50,first_k,4,4,50,16,3.125,18,0.9,3.9,4
birkhoff_n25,625,50,random,4,1,50,3,16.667,43,0.98,1.0,1
birkhoff_n25,625,50,random,4,2,50,8,6.25,34,0.92,1.98,2
birkhoff_n25,625,50,random,4,4,50,19,2.632,21,0.76,3.72,4
birkhoff_n25,625,50,selectivity,4,1,50,9,5.556,29,0.94,1.0,1
birkhoff_n25,625,50,selectivity,4,2,50,22,2.273,18,0.7,1.94,2
birkhoff_n25,625,50,selectivity,4,4,50,41,1.22,6,0.26,3.1,4
birkhoff_n25,625,50,strided,4,1,50,4,12.5,39,1.0,1.0,1
birkhoff_n25,625,50,strided,4,2,50,11,4.545,30,0.92,2.0,2
birkhoff_n25,625,50,strided,4,4,50,20,2.5,21,0.78,3.8,4
birkhoff_n25,625,50,first_k,8,1,50,8,6.25,36,0.96,1.0,1
birkhoff_n25,625,50,first_k,8,2,50,16,3.125,18,0.9,1.96,2
birkhoff_n25,625,50,first_k,8,4,50,35,1.429,4,0.5,3.7,4
birkhoff_n25,625,50,random,8,1,50,8,6.25,34,0.92,1.0,1
birkhoff_n25,625,50,random,8,2,50,19,2.632,21,0.76,1.92,2
birkhoff_n25,625,50,random,8,4,50,33,1.515,13,0.44,3.26,4
birkhoff_n25,625,50,selectivity,8,1,50,22,2.273,18,0.7,1.0,1
birkhoff_n25,625,50,selectivity,8,2,50,41,1.22,6,0.26,1.7,2
birkhoff_n25,625,50,selectivity,8,4,50,50,1.0,1,0.0,2.0,4
birkhoff_n25,625,50,strided,8,1,50,9,5.556,38,0.9,1.0,1
birkhoff_n25,625,50,strided,8,2,50,19,2.632,23,0.76,1.9,2
birkhoff_n25,625,50,strided,8,4,50,36,1.389,11,0.36,3.2,4
birkhoff_n25,625,50,first_k,16,1,50,16,3.125,18,0.9,1.0,1
birkhoff_n25,625,50,first_k,16,2,50,35,1.429,4,0.5,1.9,2
birkhoff_n25,625,50,first_k,16,4,50,50,1.0,1,0.0,2.4,3
birkhoff_n25,625,50,random,16,1,50,19,2.632,21,0.76,1.0,1
birkhoff_n25,625,50,random,16,2,50,33,1.515,13,0.44,1.76,2
birkhoff_n25,625,50,random,16,4,50,49,1.02,2,0.04,2.42,4
birkhoff_n25,625,50,selectivity,16,1,50,41,1.22,6,0.26,1.0,1
birkhoff_n25,625,50,selectivity,16,2,50,50,1.0,1,0.0,1.26,2
birkhoff_n25,625,50,selectivity,16,4,50,50,1.0,1,0.0,1.26,2
birkhoff_n25,625,50,strided,16,1,50,20,2.5,22,0.74,1.0,1
birkhoff_n25,625,50,strided,16,2,50,39,1.282,9,0.3,1.74,2
birkhoff_n25,625,50,strided,16,4,50,48,1.042,3,0.06,2.2,4
birkhoff_n25,625,100,first_k,4,1,100,5,20.0,86,1.0,1.0,1
birkhoff_n25,625,100,first_k,4,2,100,9,11.111,74,0.99,2.0,2
birkhoff_n25,625,100,first_k,4,4,100,17,5.882,42,0.99,3.98,4
birkhoff_n25,625,100,random,4,1,100,6,16.667,82,0.98,1.0,1
birkhoff_n25,625,100,random,4,2,100,12,8.333,70,0.95,1.98,2
birkhoff_n25,625,100,random,4,4,100,24,4.167,47,0.91,3.86,4
birkhoff_n25,625,100,selectivity,4,1,100,9,11.111,64,0.98,1.0,1
birkhoff_n25,625,100,selectivity,4,2,100,22,4.545,41,0.91,1.98,2
birkhoff_n25,625,100,selectivity,4,4,100,56,1.786,19,0.61,3.62,4
birkhoff_n25,625,100,strided,4,1,100,5,20.0,83,1.0,1.0,1
birkhoff_n25,625,100,strided,4,2,100,13,7.692,72,0.96,2.0,2
birkhoff_n25,625,100,strided,4,4,100,27,3.704,50,0.89,3.89,4
birkhoff_n25,625,100,first_k,8,1,100,9,11.111,74,0.99,1.0,1
birkhoff_n25,625,100,first_k,8,2,100,17,5.882,42,0.99,1.99,2
birkhoff_n25,625,100,first_k,8,4,100,56,1.786,6,0.63,3.96,4
birkhoff_n25,625,100,random,8,1,100,12,8.333,70,0.95,1.0,1
birkhoff_n25,625,100,random,8,2,100,24,4.167,47,0.91,1.95,2
birkhoff_n25,625,100,random,8,4,100,55,1.818,30,0.57,3.6,4
birkhoff_n25,625,100,selectivity,8,1,100,22,4.545,41,0.91,1.0,1
birkhoff_n25,625,100,selectivity,8,2,100,56,1.786,19,0.61,1.91,2
birkhoff_n25,625,100,selectivity,8,4,100,93,1.075,6,0.09,2.85,4
birkhoff_n25,625,100,strided,8,1,100,12,8.333,70,0.95,1.0,1
birkhoff_n25,625,100,strided,8,2,100,28,3.571,47,0.84,1.95,2
birkhoff_n25,625,100,strided,8,4,100,62,1.613,24,0.49,3.46,4
birkhoff_n25,625,100,first_k,16,1,100,17,5.882,42,0.99,1.0,1
birkhoff_n25,625,100,first_k,16,2,100,56,1.786,6,0.63,1.99,2
birkhoff_n25,625,100,first_k,16,4,100,99,1.01,2,0.02,2.71,4
birkhoff_n25,625,100,random,16,1,100,24,4.167,47,0.91,1.0,1
birkhoff_n25,625,100,random,16,2,100,55,1.818,30,0.57,1.91,2
birkhoff_n25,625,100,random,16,4,100,90,1.111,9,0.13,2.81,4
birkhoff_n25,625,100,selectivity,16,1,100,56,1.786,19,0.61,1.0,1
birkhoff_n25,625,100,selectivity,16,2,100,93,1.075,6,0.09,1.61,2
birkhoff_n25,625,100,selectivity,16,4,100,100,1.0,1,0.0,1.7,3
birkhoff_n25,625,100,strided,16,1,100,30,3.333,46,0.82,1.0,1
birkhoff_n25,625,100,strided,16,2,100,63,1.587,20,0.52,1.82,2
birkhoff_n25,625,100,strided,16,4,100,93,1.075,7,0.09,2.59,4
birkhoff_n25,625,158,first_k,4,1,158,5,31.6,137,1.0,1.0,1
birkhoff_n25,625,158,first_k,4,2,158,9,17.556,115,1.0,2.0,2
birkhoff_n25,625,158,first_k,4,4,158,17,9.294,59,1.0,4.0,4
birkhoff_n25,625,158,random,4,1,158,6,26.333,131,0.9937,1.0,1
birkhoff_n25,625,158,random,4,2,158,14,11.286,115,0.9684,1.994,2
birkhoff_n25,625,158,random,4,4,158,31,5.097,75,0.9177,3.918,4
birkhoff_n25,625,158,selectivity,4,1,158,12,13.167,111,0.9684,1.0,1
birkhoff_n25,625,158,selectivity,4,2,158,30,5.267,80,0.8987,1.968,2
birkhoff_n25,625,158,selectivity,4,4,158,69,2.29,43,0.7215,3.709,4
birkhoff_n25,625,158,strided,4,1,158,5,31.6,133,1.0,1.0,1
birkhoff_n25,625,158,strided,4,2,158,13,12.154,114,0.9747,2.0,2
birkhoff_n25,625,158,strided,4,4,158,32,4.938,77,0.9051,3.911,4
birkhoff_n25,625,158,first_k,8,1,158,9,17.556,115,1.0,1.0,1
birkhoff_n25,625,158,first_k,8,2,158,17,9.294,59,1.0,2.0,2
birkhoff_n25,625,158,first_k,8,4,158,70,2.257,7,0.7468,4.0,4
birkhoff_n25,625,158,random,8,1,158,14,11.286,115,0.9684,1.0,1
birkhoff_n25,625,158,random,8,2,158,31,5.097,75,0.9177,1.968,2
birkhoff_n25,625,158,random,8,4,158,82,1.927,42,0.6203,3.703,4
birkhoff_n25,625,158,selectivity,8,1,158,30,5.267,80,0.8987,1.0,1
birkhoff_n25,625,158,selectivity,8,2,158,69,2.29,43,0.7215,1.899,2
birkhoff_n25,625,158,selectivity,8,4,158,128,1.234,16,0.2658,3.089,4
birkhoff_n25,625,158,strided,8,1,158,17,9.294,107,0.9494,1.0,1
birkhoff_n25,625,158,strided,8,2,158,41,3.854,72,0.8481,1.949,2
birkhoff_n25,625,158,strided,8,4,158,96,1.646,34,0.5063,3.456,4
birkhoff_n25,625,158,first_k,16,1,158,17,9.294,59,1.0,1.0,1
birkhoff_n25,625,158,first_k,16,2,158,70,2.257,7,0.7468,2.0,2
birkhoff_n25,625,158,first_k,16,4,158,155,1.019,2,0.03797,2.987,4
birkhoff_n25,625,158,random,16,1,158,31,5.097,75,0.9177,1.0,1
birkhoff_n25,625,158,random,16,2,158,82,1.927,42,0.6203,1.918,2
birkhoff_n25,625,158,random,16,4,158,140,1.129,12,0.1646,2.873,4
birkhoff_n25,625,158,selectivity,16,1,158,69,2.29,43,0.7215,1.0,1
birkhoff_n25,625,158,selectivity,16,2,158,128,1.234,16,0.2658,1.722,2
birkhoff_n25,625,158,selectivity,16,4,158,158,1.0,1,0.0,2.063,4
birkhoff_n25,625,158,strided,16,1,158,40,3.95,79,0.8544,1.0,1
birkhoff_n25,625,158,strided,16,2,158,88,1.795,38,0.5823,1.854,2
birkhoff_n25,625,158,strided,16,4,158,145,1.09,10,0.1139,2.772,4
birkhoff_n25,625,200,first_k,4,1,200,5,40.0,173,1.0,1.0,1
birkhoff_n25,625,200,first_k,4,2,200,9,22.222,141,1.0,2.0,2
birkhoff_n25,625,200,first_k,4,4,200,17,11.765,74,1.0,4.0,4
birkhoff_n25,625,200,random,4,1,200,6,33.333,165,0.995,1.0,1
birkhoff_n25,625,200,random,4,2,200,15,13.333,144,0.97,1.995,2
birkhoff_n25,625,200,random,4,4,200,34,5.882,93,0.92,3.925,4
birkhoff_n25,625,200,selectivity,4,1,200,10,20.0,138,0.98,1.0,1
birkhoff_n25,625,200,selectivity,4,2,200,28,7.143,97,0.925,1.98,2
birkhoff_n25,625,200,selectivity,4,4,200,81,2.469,54,0.71,3.72,4
birkhoff_n25,625,200,strided,4,1,200,6,33.333,164,0.995,1.0,1
birkhoff_n25,625,200,strided,4,2,200,17,11.765,141,0.96,1.995,2
birkhoff_n25,625,200,strided,4,4,200,37,5.405,100,0.9,3.89,4
birkhoff_n25,625,200,first_k,8,1,200,9,22.222,141,1.0,1.0,1
birkhoff_n25,625,200,first_k,8,2,200,17,11.765,74,1.0,2.0,2
birkhoff_n25,625,200,first_k,8,4,200,77,2.597,11,0.78,4.0,4
birkhoff_n25,625,200,random,8,1,200,15,13.333,144,0.97,1.0,1
birkhoff_n25,625,200,random,8,2,200,34,5.882,93,0.92,1.97,2
birkhoff_n25,625,200,random,8,4,200,100,2.0,49,0.645,3.7,4
birkhoff_n25,625,200,selectivity,8,1,200,28,7.143,97,0.925,1.0,1
birkhoff_n25,625,200,selectivity,8,2,200,81,2.469,54,0.71,1.925,2
birkhoff_n25,625,200,selectivity,8,4,200,168,1.19,20,0.225,3.115,4
birkhoff_n25,625,200,strided,8,1,200,19,10.526,139,0.95,1.0,1
birkhoff_n25,625,200,strided,8,2,200,45,4.444,96,0.865,1.95,2
birkhoff_n25,625,200,strided,8,4,200,104,1.923,51,0.6,3.53,4
birkhoff_n25,625,200,first_k,16,1,200,17,11.765,74,1.0,1.0,1
birkhoff_n25,625,200,first_k,16,2,200,77,2.597,11,0.78,2.0,2
birkhoff_n25,625,200,first_k,16,4,200,192,1.042,2,0.08,3.09,4
birkhoff_n25,625,200,random,16,1,200,34,5.882,93,0.92,1.0,1
birkhoff_n25,625,200,random,16,2,200,100,2.0,49,0.645,1.92,2
birkhoff_n25,625,200,random,16,4,200,176,1.136,12,0.185,2.95,4
birkhoff_n25,625,200,selectivity,16,1,200,81,2.469,54,0.71,1.0,1
birkhoff_n25,625,200,selectivity,16,2,200,168,1.19,20,0.225,1.71,2
birkhoff_n25,625,200,selectivity,16,4,200,199,1.005,2,0.01,2.005,4
birkhoff_n25,625,200,strided,16,1,200,45,4.444,102,0.87,1.0,1
birkhoff_n25,625,200,strided,16,2,200,104,1.923,52,0.605,1.87,2
birkhoff_n25,625,200,strided,16,4,200,177,1.13,14,0.165,2.845,4
birkhoff_n25,625,241,first_k,4,1,241,5,48.2,206,1.0,1.0,1
birkhoff_n25,625,241,first_k,4,2,241,9,26.778,167,1.0,2.0,2
birkhoff_n25,625,241,first_k,4,4,241,17,14.176,91,1.0,4.0,4
birkhoff_n25,625,241,random,4,1,241,6,40.167,200,0.9959,1.0,1
birkhoff_n25,625,241,random,4,2,241,15,16.067,176,0.9751,1.996,2
birkhoff_n25,625,241,random,4,4,241,36,6.694,112,0.9336,3.938,4
birkhoff_n25,625,241,selectivity,4,1,241,10,24.1,169,0.9876,1.0,1
birkhoff_n25,625,241,selectivity,4,2,241,32,7.531,124,0.9295,1.988,2
birkhoff_n25,625,241,selectivity,4,4,241,86,2.802,71,0.7303,3.726,4
birkhoff_n25,625,241,strided,4,1,241,6,40.167,202,0.9959,1.0,1
birkhoff_n25,625,241,strided,4,2,241,18,13.389,175,0.9668,1.996,2
birkhoff_n25,625,241,strided,4,4,241,41,5.878,120,0.9046,3.9,4
birkhoff_n25,625,241,first_k,8,1,241,9,26.778,167,1.0,1.0,1
birkhoff_n25,625,241,first_k,8,2,241,17,14.176,91,1.0,2.0,2
birkhoff_n25,625,241,first_k,8,4,241,84,2.869,11,0.805,4.0,4
birkhoff_n25,625,241,random,8,1,241,15,16.067,176,0.9751,1.0,1
birkhoff_n25,625,241,random,8,2,241,36,6.694,112,0.9336,1.975,2
birkhoff_n25,625,241,random,8,4,241,113,2.133,62,0.6639,3.743,4
birkhoff_n25,625,241,selectivity,8,1,241,32,7.531,124,0.9295,1.0,1
birkhoff_n25,625,241,selectivity,8,2,241,86,2.802,71,0.7303,1.929,2
birkhoff_n25,625,241,selectivity,8,4,241,189,1.275,23,0.2863,3.187,4
birkhoff_n25,625,241,strided,8,1,241,19,12.684,174,0.9585,1.0,1
birkhoff_n25,625,241,strided,8,2,241,47,5.128,120,0.8838,1.959,2
birkhoff_n25,625,241,strided,8,4,241,118,2.042,63,0.6307,3.593,4
birkhoff_n25,625,241,first_k,16,1,241,17,14.176,91,1.0,1.0,1
birkhoff_n25,625,241,first_k,16,2,241,84,2.869,11,0.805,2.0,2
birkhoff_n25,625,241,first_k,16,4,241,229,1.052,2,0.09959,3.17,4
birkhoff_n25,625,241,random,16,1,241,36,6.694,112,0.9336,1.0,1
birkhoff_n25,625,241,random,16,2,241,113,2.133,62,0.6639,1.934,2
birkhoff_n25,625,241,random,16,4,241,210,1.148,14,0.1992,3.012,4
birkhoff_n25,625,241,selectivity,16,1,241,86,2.802,71,0.7303,1.0,1
birkhoff_n25,625,241,selectivity,16,2,241,189,1.275,23,0.2863,1.73,2
birkhoff_n25,625,241,selectivity,16,4,241,237,1.017,4,0.0249,2.095,4
